"","date","company","country","city","role","current_or_former","employment_status","employment_length","recommend","outlook","approve_ceo","score_overall","score_career_opp","score_comp_and_benefits","score_culture_and_values","score_senior_mgmt","score_work_life_balance","pros","cons","advice_to_management"
"435",2018-08-26,"GfK",NA,NA," Anonymous ","Current  ","Full-time",NA,NA,NA,NA,4,4,3,4,4,4,"You can feel the engery of the company in the phase of transformation.","Salary is not that high",NA
"436",2018-09-10,"GfK","Germany","Nuremberg "," Software Engineer","Current  ","Full-time","More than 3 years","Yes","Neutral","Neutral",3,3,4,3,3,4,"Fair conditions in the contract
30 days vacation + christmas and new years eve
39 hours per week
Paid overtime","A lot of bureacrazy
Bad hardware and it infrastructure
Oldschool habits","Digitalize and get rid of old habits. Reduce bureaucracy. Enable remote working for IT guys and get better hardware. React faster."
"437",2018-08-21,"GfK",NA,NA," Anonymous ","Current  ","Full-time","More than 5 years","Yes","Neutral","Yes",4,5,4,5,5,4,"This company finally has a real strategy, where choices are clear and motivating","Too so long to do it that now had to be quite painful","Do invest behind priorities!"
"438",2018-09-20,"GfK",NA,NA," Anonymous ","Former  ","Full-time",NA,"No","Negative","No",1,2,2,1,1,2,"They paid me regularly? Work from home was cool when you weren't being harassed about it.","No leadership, accountability, vision, creativity, etc. The company treats you as if you are disposable and worthless. Monotonous work. This company will be washed away by competition.",NA
"439",2018-09-20,"GfK","Russia","Moscow "," Methodology Specialist","Current  ","Full-time","Less than a year","No","Neutral","Neutral",1,1,1,2,3,1,"- stable job
- experienced colleagues
- salary paid on time","- overworking + unpaid status
- night calls from boss
- very old software developed for GFK internal use
- the discussed balance of tasks wasn't realistic
- salaries in the company are quite low","Try (at least) to organize the workflow according to the legislation and compensate night and weekend working hours."
"440",2018-08-13,"GfK",NA,NA," Anonymous ","Former  ","Full-time",NA,"Yes","Positive","Yes",4,5,4,4,4,5,"- Likeable, hard-working, competent colleagues.
- Great office with stellar views over London.
- Good location.","-Other departments could be slow to respond to the Operations division, particularly if this involved the German offices.",NA
"441",2018-08-06,"GfK",NA,NA," Anonymous ","Former  ","Full-time",NA,"Yes","Neutral","Neutral",4,2,2,5,3,4,"Good culture
Good people
Weekly drinks
Nice office
Good location","Low pay
System outdated
No clear career path
Lots of unnecessary processes
Lack of local autonomy",NA
"442",2018-08-19,"GfK","Bulgaria","Sofia "," Data Entry Operator","Former  ","Full-time","Less than a year","No","Neutral","Neutral",3,1,2,2,2,2,"Training, good attitude, young colleagues","Misleading, misinformation, changing the location","Tell the employees details about the job, the responsibilities."
"443",2018-08-02,"GfK",NA,NA," Anonymous ","Current  ","Full-time",NA,"Yes",NA,"Neutral",5,5,4,5,4,5,"Nice people, flexible working schedule, nice environment.","The manager team is not caring why you leave the job or try to convince you to stay.",NA
"444",2018-08-02,"GfK",NA,NA," Anonymous ","Current  ","Full-time",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Good work / life balance","There have been shifting strategies / alignments",NA
"445",2018-08-07,"GfK",NA,NA," Anonymous ","Current  ","Full-time",NA,"No","Negative","No",3,4,1,2,3,4,"The hours and location are flexible, you have the flexibility to work at home full time. If you have family members or children, it's a great plus.","You are likely going to be under paid...",NA
"446",2018-07-19,"GfK","UK","London, England "," Research Manager","Current  ","Full-time","More than 3 years","Yes","Positive","Neutral",4,4,3,4,4,5,"Great progression and wonderful people to work with","Salary could be better - processes can be a little frustrating",NA
"447",2018-08-01,"GfK","UK","Woking, England "," Operations","Former  ","Full-time","More than 3 years","Yes","Neutral","Neutral",2,2,3,1,1,5,"Work life balance
Social bunch of people, with loads of nights out after work","Huge division between how they treat operations and commercial teams i.e. commercial department favored every-step of the way
Lack on clear leadership - too many poorly managed projects happening at the same time, leading to high project failure rate due to lack of funding and resources
Lack of training especially if you want to make a transition from operations to commercial area of the business i.e. there is …  no employee development program
HR team understaffed and therefore not too bothered to seriously look into employee engagement issues etcShow More","Have more training and development
Seriously look into your social corporate responsibility at the moment you do nothing for a local communities that you operate in
Less buzzwords more real open and honest communications"
"448",2018-07-17,"GfK",NA,NA," Anonymous ","Former  ","Full-time",NA,"No","Positive","No",3,4,3,3,3,5,"The people, the environment, the projects","The management, the salary, the bonusez",NA
"449",2018-07-28,"GfK",NA,NA," Anonymous ","Current  ","Full-time","More than a year","No","Negative","Neutral",1,1,2,1,1,2,"Work from home flexibility (a lot of offices are closing this year)","In a nutshell, this company doesn't care about people (employees and customers).

I read a Glassdoor article titled, ""7 Types of Companies You Should Never Work For"" and GfK meets almost every one of these types - high turnover, poor company culture, top heavy business, perpetual promiser, stagnator, and directionless ship

High turnover - half of my team has recently left the company and they can't …  backfill them fast enough. They are losing all of that institutional knowledge and the remaining team is desperately understaffed and under-resourced. The leadership's response is to blame the people that left.

Culture - the team culture is dictated by our senior leader, who is the most disrespectful and unprofessional person I have ever met. The whole team walks on eggshells wondering when the next tantrum is coming and who's going to be the next punching bag. She consistently bad mouths customers and employees, is extremely two-faced and lashes out at people. She leads a global team and yet somehow micromanages every single person on the team. Other leaders on the team are too scared to stand up to her and support their reports. When voicing my concerns, I've been told ""that's just how she is"" - this defines our team culture. Multiple people have left due to her behavior.

Top heavy business - 1/3 of the team are executive level leadership, and the rest are individual contributors. I report up to multiple executives - why is there no middle management? I am responsible to all of them and to do all their bidding, and yet none of them are responsible to me. I get little to no mentorship or support and am constantly pulled in different directions.

Perpetual promiser - I was promised a raise and a promotion and therefore given a lot more responsibility, but told many excuses like needing to wait for budgeting or timing, etc. It's been months and NO raise and promotion is in sight. I have lost all faith and trust in this company. I'm certain others in our team have heard these empty promises to keep everyone from jumping ship. This applies to customers as well. This is a sales-driven company, and leaders will do and say anything to land a deal. The team is understaffed and our processes are broken, and I would be concerned about what GfK is actually capable of delivering. Garbage in, garbage out.

Stagnant - there are very few growth or learning opportunities here. My only option is looking into GfK's e-learning community, but it's self service, hard to navigate, and essentially just reading outdated slides. The whole team is so understaffed that there is just no time or room for growth - only just enough time to try to put out fires and get to the next day.

Directionless - self explanatory. If you're looking for a successful, mission-driven company, this isn't it. If you ask anyone on the team what GfK's mission or values are, you would just get blank stares.Show More","If your team is leaving in droves, stop blaming them and look in the mirror. Employees are the driving force of GfK and deserve to be respected and recognized for their hard work. You can only lead through fear and terror for so long."
"450",2018-07-15,"GfK",NA,NA," Anonymous ","Current  ","Full-time",NA,"Yes","Positive","Neutral",3,4,2,3,3,2,"Company is transforming so there area lots of opportunities to be part of the change
Great, talented people","Long hours and not much reward
Promotions without pay rise!
Poor employee package - no health insurance, low pension contributions
Red tape although this is changing with transformation","Reward people for their time they put into company sacrificing family/personal life
Pay reviews matching industry trends"
"451",2018-06-30,"GfK","India","Gurgaon, Haryana "," Market Research Manager","Current  ","Full-time","More than a year","Yes","Positive","Yes",4,4,4,4,4,4,"Good working environment and culture","I have found no cons till date","No advice"
